Well Name,Well Number,API 14,Chosen ID,Abstract,API 10,API 12,Basin,Block,Choke Size,Completion End Date,Completion Start Date,Country,County/Parish,Current Operator,Current Operator Alias,Drill Start Date,Elevation,Elevation Type,Field,Additive Vol (1st Job),Total Fluid/Perf LL (1st Job),Total Fluid (1st Job),Frac Vendor (1st Job),First Prod Date,Total Prop (1st Job),Total Prop/Fluid (1st Job),Total Prop/Perf LL (1st Job),First Test Flow TBG Press,First Test Gas Vol,First Test Gor,First Test Oil Vol,First Test Water Vol,Treatment Type (1st Job),Ground Elevation,Has Daily Data,Has Monthly Data,Heel Latitude,Heel Longitude,Hz Well Spacing Any Zone,Hz Well Spacing Same Zone,Landing Zone,Last Prod Date Monthly,Lateral Length,Lease Name,Lease Number,Lower Perforation,Measured Depth,Oil API Gravity,Parent Child Any Zone,Parent Child Same Zone,Perf Lateral Length,Permit Date,Play,Previous Operator,Previous Operator Alias,Prop Type,Range,Section,Spud Date,State,Status,Surface Latitude,Surface Longitude,Survey,Target Formation,Toe Latitude,Toe Longitude,Additive Vol (All Jobs),Total Fluid/Perf LL (All Jobs),Total Fluid (All Jobs),Total Prop (All Jobs),Total Prop/Fluid (All Jobs),Total Prop/Perf LL (All Jobs),Township,True Vertical Depth,Vt Well Spacing Any Zone,Well Type,Cum BOE,Cum Oil,Cum Gas,Cum GOR,Cum Water,Cum BOE/Perf LL,Cum Gas/Perf LL,Cum Oil/Perf LL,Cum Water/Perf LL,First 12 BOE,First 12 BOE/Perf LL,First 12 Gas,First 12 Gas/Perf LL,First 12 GOR,First 12 Oil,First 12 Oil/Perf LL,First 12 Water,First 12 Water/Perf LL,First 6 BOE,First 6 BOE/Perf LL,First 6 Gas,First 6 Gas/Perf LL,First 6 GOR,First 6 Oil,First 6 Oil/Perf LL,First 6 Water,First 6 Water/Perf LL,Last 12 BOE,Last 12 BOE/Perf LL,Last 12 Gas,Last 12 Gas/Perf LL,Last 12 GOR,Last 12 Oil,Last 12 Oil/Perf LL,Last 12 Water,Last 12 Water/Perf LL,Last Month BOE,Last Month BOE/Perf LL,Last Month Gas,Last Month Gas/Perf LL,Last Month GOR,Last Month Oil,Last Month Oil/Perf LL,Last Month Water,Last Month Water/Perf LL,Months Produced,Created At,Updated At
[Unknown],2,42317381500000,22ba8971-2912-48f1-b56e-a808149251dc,,4231738150,423173815000,Permian Basin,,,,,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,826,Ground,,,,,,,,,,,,,,,,826,false,true,,,,,,,,CRABTREE 25,,,0,,,,,,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,,,,TX,Unknown,32.2165718,-101.8055267,,,32.2165718,-101.8055267,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/26/2013 16:08:33,01/07/2023 19:27:35
YODA 3802,3802,42317395610000,d6064066-8c27-4525-9d98-a9160e8959ca,754,4231739561,423173956100,Permian Basin,38 T1N,24/64,,10/30/2014 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,07/13/2014 00:00:00,3802,Ground,SPRABERRY,,,,,10/01/2014 00:00:00,,,,300,390,,243,130,,3802,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,443,YODA,45833,11334,11557,38,,,2206,10/14/2014 00:00:00,SPRABERRY,"MIDENERGY OPERATING, LLC",MIDENERGY OPERATING,,38 T1N,38,07/13/2014 00:00:00,TX,Active Producer,32.1411900,-101.9874000,"T&P RR CO/ GOSNEY, D E",SPRABERRY,32.1411900,-101.9874000,,,,,,,"T&P RR CO/ GOSNEY, D E",11557,,BLACK OIL,117188.99995422363,100867,97932,0.9709,156960,264.53498860998565,221.06546275395033,227.69074492099324,354.3115124153499,44595,100.66591422121896,49482,111.69751693002257,1.3613,36348,82.04966139954853,39984,90.25733634311513,30217,68.20993227990971,36331,82.01128668171557,1.5036,24162,54.54176072234763,25602,57.792325056433405,6450,14.559819413092551,1372,3.0970654627539504,0.2205,6221,14.042889390519187,16589,37.44695259593679,544.3333129882812,1.2287433701767072,110,0.24830699774266365,0.2091,526,1.1873589164785554,1403,3.1670428893905194,108,06/23/2014 00:48:13,12/15/2023 17:36:21
H L NAIL 37 1,1,42317388930000,c6b62795-82f5-46f0-8138-aa535f9f1b33,287,4231738893,423173889300,Permian Basin,38 T1N,,09/25/2014 00:00:00,09/24/2014 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,05/12/2014 00:00:00,2777,Ground,SPRABERRY,0,6945.7363,2688000,Economy Polymers,10/01/2014 00:00:00,1264836.5,0.05290818,3268.3113,,154,,156,501,,2777,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,387,H L NAIL 37,46032,11440,11613,,,,2176,09/06/2013 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,38 T1N,37,05/12/2014 00:00:00,TX,Active Producer,32.1347200,-102.0123000,T&P RR CO,SPRABERRY,32.1347200,-102.0123000,0,6945.736434108527,2688000,1264836.5,0.052908180185136475,3268.3113695090437,T&P RR CO,11613,,VOLATILE OIL,75047.16662979126,35326,238327,6.7465,116538,193.92032720876296,615.8320413436693,91.28165374677003,301.13178294573646,23346,60.325581395348834,53528,138.3152454780362,3.7108,14425,37.27390180878553,43572,112.5891472868217,14056,36.320413436692505,27717,71.62015503875969,2.9371,9437,24.385012919896642,28203,72.87596899224806,4066,10.506459948320414,18284,47.24547803617571,17.9431,1019,2.6330749354005167,4574,11.819121447028424,385.3333435058594,0.9956933940719881,1856,4.795865633074936,24.4211,76,0.19638242894056848,348,0.8992248062015504,108,02/06/2014 12:23:50,11/25/2023 17:29:20
NAIL RANCH 28 5,5,42317364190000,3d3722fa-249e-4e42-bd3b-afa92a756fe3,700,4231736419,423173641900,Permian Basin,38 T1N,,03/29/2012 00:00:00,03/29/2012 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,02/22/2012 00:00:00,2760,Ground,SPRABERRY,,,,Pro Petro,05/01/2012 00:00:00,0,,,,191,,111,79,,2760,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,,NAIL RANCH 28,41446,10930,11006,,,,2674,12/13/2011 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,38 T1N,28,02/22/2012 00:00:00,TX,Active Producer,32.1443100,-102.0062000,"T&P RR CO/CLARK, H M",SPRABERRY,32.1443100,-102.0062000,,,,0,,,"T&P RR CO/CLARK, H M",11006,,BLACK OIL,145325.00009155273,95241,300504,3.1552,166173,,,,,38259,,63526,,2.2958,27671,,27094,,21118,,31376,,1.9747,15889,,14509,,4192,,10169,,4.0725,2497,,10408,,377.5,,963,,4.4378,217,,936,,137,02/21/2013 13:00:43,11/25/2023 17:54:21
SCHENECKER 18A 1,1,42317371660000,99cfb797-d86e-40f8-abe1-b5e0c3de7bde,860,4231737166,423173716600,Permian Basin,38 T1N,48/64,03/01/2012 00:00:00,03/01/2012 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,01/20/2012 00:00:00,2795,Ground,SPRABERRY,,,,Pro Petro,03/01/2012 00:00:00,0,,,400,252,,148,282,,2795,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,,SCHENECKER 18A,42615,10825,10999,38,,,2320,09/15/2011 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,38 T1N,18,01/20/2012 00:00:00,TX,Active Producer,32.1680000,-102.0319000,"T&P RR CO/ WOOLDRIDGE, J W",SPRABERRY,32.1680000,-102.0319000,,,,0,,,"T&P RR CO/ WOOLDRIDGE, J W",10999,,BLACK OIL,91474.5002746582,77383,84549,1.0926,205864,,,,,26451,,24001,,1.069,22451,,36653,,16345,,17241,,1.2798,13472,,20885,,3790,,5918,,2.1106,2804,,15262,,353.1666564941406,,481,,1.7619,273,,1530,,139,02/21/2013 13:00:43,11/25/2023 17:52:37
DEL SOL 19 2,2,42317389420000,54ae50cc-9266-47a5-875c-b82964321bd4,590,4231738942,423173894200,Permian Basin,,,01/07/2014 00:00:00,01/06/2014 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,11/26/2013 00:00:00,2940,Ground,SPRABERRY,0,3270.801,1347570,Economy Polymers,01/01/2014 00:00:00,1165500,0.09377859,2828.8835,,68,,66,236,,2940,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,412,DEL SOL 19,44716,11431,11588,,,,3465,09/30/2013 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,,,11/26/2013 00:00:00,TX,Active Producer,32.5065200,-102.0519000,BORDEN CSL LABOR 19 LEAGUE 259,SPRABERRY,32.5065200,-102.0519000,0,3270.8009708737864,1347570,1165500,0.09377858919345586,2828.883495145631,BORDEN CSL LABOR 19 LEAGUE 259,11588,,BLACK OIL,50431.833362579346,38271,72965,1.9065,160525,122.4073625305324,177.0995145631068,92.89077669902913,389.623786407767,14048,34.09708737864078,17520,42.52427184466019,1.5744,11128,27.009708737864077,47004,114.0873786407767,9504,23.067961165048544,12277,29.79854368932039,1.6462,7458,18.101941747572816,31517,76.49757281553399,2505,6.080097087378641,3031,7.356796116504855,1.5155,2000,4.854368932038835,8261,20.050970873786408,214.3333282470703,0.5202265248715299,362,0.8786407766990292,2.3506,154,0.3737864077669903,635,1.5412621359223302,117,02/06/2014 13:41:23,11/25/2023 17:33:24
WELCH 39 2,2,42317392810000,45d4e635-72d9-4be4-81af-bb478f9647cf,255,4231739281,423173928100,Permian Basin,37 T2N,,05/30/2014 00:00:00,05/29/2014 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,03/21/2014 00:00:00,2818,Ground,SPRABERRY,0,3115.0974,1566894,Economy Polymers,06/01/2014 00:00:00,1288457.5,0.0880227,2561.5457,,97,,176,176,,2818,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,503,WELCH 39,43939,11305,11497,,,,3265,03/13/2014 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,37 T2N,39,03/21/2014 00:00:00,TX,Active Producer,32.2658400,-101.9424000,T&P RR CO,SPRABERRY,32.2658400,-101.9424000,0,3115.0974155069584,1566894,1288457.5,0.08802270370669445,2561.545725646123,T&P RR CO,11497,,VOLATILE OIL,94563.99976095557,75397,115002,1.5253,119462,187.99999952476256,228.63220675944333,149.89463220675944,237.49900596421472,32594,64.79920477137176,65767,130.74950298210734,3.0401,21633,43.007952286282304,25611,50.916500994035786,20348,40.45328031809145,44879,89.22266401590457,3.4876,12868,25.582504970178928,14765,29.353876739562626,4511,8.968190854870775,474,0.9423459244532804,0.1069,4432,8.81113320079523,11513,22.888667992047715,0.3333333432674408,0.0006626905432752302,2,0.003976143141153081,2,0,0,0,0,112,05/15/2014 22:40:16,11/25/2023 17:49:20
KOGER E 10 1,1,42317394870000,7969a8e1-99b8-4771-a2de-bba9094744c5,771,4231739487,423173948700,Permian Basin,35 T3N,,,08/26/2014 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,06/27/2014 00:00:00,2720,Ground,SPRABERRY,,,,,08/01/2014 00:00:00,,,,,41,,73,183,,2720,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,662,KOGER E 10,45797,11094,11338,,,,2687,05/31/2014 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,35 T3N,10,06/27/2014 00:00:00,TX,Active Producer,32.5073400,-101.8193000,"T&P RR CO / KOGER, C C",SPRABERRY,32.5073400,-101.8193000,,,,,,,"T&P RR CO / KOGER, C C",11338,,BLACK OIL,127951.99953460693,107218,124404,1.1603,152669,193.28096606436094,187.9214501510574,161.9607250755287,230.6178247734139,21139,31.93202416918429,13990,21.132930513595166,0.7439,18807,28.409365558912388,40952,61.86102719033233,11327,17.110271903323262,5534,8.359516616314199,0.5319,10405,15.717522658610273,23116,34.918429003021146,10804,16.3202416918429,10920,16.49546827794562,1.2155,8984,13.570996978851964,3951,5.968277945619335,640.1666870117188,0.96701916467027,847,1.2794561933534743,1.6974,499,0.7537764350453172,158,0.23867069486404835,110,06/05/2014 13:50:53,11/25/2023 16:42:49
SHOEMAKER 40 1,1,42317375630000,969f9a69-c7eb-4bd2-9df1-bd947d4a8168,786,4231737563,423173756300,Permian Basin,37 T1N,,04/22/2013 00:00:00,04/22/2013 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,02/27/2013 00:00:00,2729,Ground,SPRABERRY,,,,Pro Petro,05/01/2013 00:00:00,0,,0,,89,,71,94,,2729,false,true,,,,,SPRABERRY,09/01/2020 00:00:00,541,SHOEMAKER 40,44117,10140,11359,38,,,1847,03/07/2012 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,37 T1N,40,02/27/2013 00:00:00,TX,Shut In,32.1533100,-101.9460000,"T&P RR CO/NICHOLS, C",SPRABERRY,32.1533100,-101.9460000,,,,0,,0,"T&P RR CO/NICHOLS, C",11359,,BLACK OIL,26160.166769981384,20100,36361,1.809,48584,48.35520659885653,67.21072088724584,37.15341959334565,89.80406654343808,14036,25.944547134935306,17339,32.049907578558226,1.5556,11146,20.602587800369687,16603,30.68946395563771,10457,19.32902033271719,14026,25.926062846580407,1.7276,8119,15.007393715341959,10313,19.062846580406653,374,0.6913123844731978,964,1.7818853974121995,4.5258,213,0.39371534195933455,2331,4.308687615526802,7,0.012939001848428836,0,0,0,7,0.012939001848428836,0,0,80,02/21/2013 13:00:43,11/07/2023 10:03:57
WILKINSON RANCH 372,372,42317379430000,38985ffd-8fdd-4205-b77f-be6a32b3c639,1119,4231737943,423173794300,Permian Basin,A,,05/06/2013 00:00:00,05/06/2013 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,01/21/2013 00:00:00,2551,Ground,SPRABERRY,,,,,05/01/2013 00:00:00,0,,,,334,,165,215,,2551,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,,WILKINSON RANCH,40510,10322,10520,,,,2682,06/22/2012 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,A,37,01/21/2013 00:00:00,TX,Active Producer,32.3408300,-101.7087000,BAUER & COCKRELL,SPRABERRY,32.3408300,-101.7087000,,,,0,,,BAUER & COCKRELL,10520,,VOLATILE OIL,69447.50017547607,38356,186549,4.8636,37701,,,,,24121,,47401,,2.9222,16221,,16665,,16185,,25895,,2.1817,11869,,12237,,6229,,24247,,11.0818,2188,,1546,,235.1666717529297,,997,,14.4493,69,,47,,125,02/24/2013 16:56:00,11/26/2023 01:22:16
NAIL -D11- 3,3,42317367180000,c65bb7c4-7a1b-4761-bd5d-bf41567e9a0c,296,4231736718,423173671800,Permian Basin,38 T1S,18/64,02/12/2014 00:00:00,02/12/2014 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,05/13/2011 00:00:00,2769,Ground,SPRABERRY,0,,557676,Economy Polymers,06/01/2011 00:00:00,282980.5,0.05653223,,320,170,,127,247,,2769,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,,NAIL -D11-,26314,10782,10911,39,,,2364,03/16/2011 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,38 T1S,11,05/13/2011 00:00:00,TX,Active Producer,32.0962500,-101.9966000,T&P RR CO,SPRABERRY,32.0962500,-101.9966000,0,,557676,282980.5,0.056532229886674036,,T&P RR CO,10911,,BLACK OIL,44007.66685175896,36299,46252,1.2742,117795,,,,,22054,,27218,,1.5537,17518,,54139,,16583,,21848,,1.6881,12942,,39701,,374,,1338,,8.8609,151,,750,,36.166664123535156,,157,,15.7,10,,51,,148,02/21/2013 13:00:43,11/25/2023 17:59:44
LNE 9 5,5,42317395870000,a2a703c7-736a-4f37-8132-bf80f903ccee,155,4231739587,423173958700,Permian Basin,36 T2N,,,09/04/2014 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,07/12/2014 00:00:00,2850,Ground,SPRABERRY,,,,,09/01/2014 00:00:00,,,,,118,,97,132,,2850,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,383,LNE 9,43202,11358,11617,,,,2098,07/08/2014 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,36 T2N,9,07/12/2014 00:00:00,TX,Active Producer,32.3605700,-101.9113000,T&P RR CO,SPRABERRY,32.3605700,-101.9113000,,,,,,,T&P RR CO,11617,,BLACK OIL,72193.00018310547,54686,105042,1.9208,106281,188.49347306293856,274.2610966057441,142.78328981723237,277.49608355091385,20629,53.86161879895561,31971,83.47519582245431,2.0896,15300,39.947780678851174,26933,70.32114882506528,12210,31.879895561357703,17912,46.76762402088773,1.9417,9225,24.08616187989556,16093,42.01827676240209,3691,9.637075718015666,4357,11.37597911227154,1.4695,2965,7.741514360313316,6999,18.27415143603133,240.5,0.6279373368146214,333,0.8694516971279374,1.8,185,0.4830287206266319,444,1.1592689295039165,109,07/09/2014 15:42:20,11/25/2023 23:26:37
COM NAIL 3,3,42317379580000,493ac094-b992-4539-87b3-c13fceabc37a,694,4231737958,423173795800,Permian Basin,39 T1N,,07/22/2015 00:00:00,07/22/2015 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,07/27/2013 00:00:00,2850,Ground,SPRABERRY,0,,422646,Economy Polymers,03/01/2014 00:00:00,405930,0.10164696,,,326,,117,116,,2850,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,,COM NAIL,44766,11440,11558,38,,,1978,06/19/2012 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,39 T1N,36,07/27/2013 00:00:00,TX,Active Producer,32.1179100,-102.0873000,"T&P RR CO/BRECKON, W M",SPRABERRY,32.1179100,-102.0873000,0,,422646,405930,0.10164695842579805,,"T&P RR CO/BRECKON, W M",11558,,VOLATILE OIL,142204.50045776367,81247,365745,4.5016,160348,,,,,29865,,77456,,4.5681,16956,,30054,,16822,,43021,,4.4572,9652,,16973,,9155,,22208,,4.0719,5454,,12684,,687,,1650,,4.0049,412,,971,,115,02/25/2013 21:23:50,11/25/2023 17:45:18
SCHMIDT 1,1,42317321400000,aa2208a8-5214-415e-8999-c5825e6e1af2,,4231732140,423173214000,Permian Basin,,,,03/25/1980 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,01/26/1980 00:00:00,0,Ground,ACKERLY,,,,,04/01/1993 00:00:00,,,,,0,,0,0,,0,false,true,,,,,DEAN SAND,12/01/2014 00:00:00,,SCHMIDT,62782,8736,8778,,,,83,12/31/1979 00:00:00,DEAN SAND,RIAL OIL CO.,RIAL OIL COMPANY,,,,01/26/1980 00:00:00,TX,Plugged & Abandoned,32.4691429,-101.8031921,,DEAN SAND,32.4691429,-101.8031921,,,,,,,,,,BLACK OIL,11033,11033,14,0.0013,22066,,,,,1462,,12,,0.0082,1462,,2924,,1085,,6,,0.0055,1085,,2170,,557,,0,,0,557,,1114,,1,,0,,0,1,,2,,114,02/21/2013 13:00:43,06/04/2023 15:25:32
NORTH DAVIS 14 2,2,42317390620000,1032dfb7-016f-4fda-adad-c6d17f57ff1d,729,4231739062,423173906200,Permian Basin,35 T3N,,,05/16/2014 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,03/24/2014 00:00:00,2738,Ground,SPRABERRY,,,,,05/01/2014 00:00:00,,,,,41,,78,166,,2738,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,,NORTH DAVIS 14,42952,10811,10960,,,,2274,12/27/2013 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,35 T3N,14,03/24/2014 00:00:00,TX,Active Producer,32.4966200,-101.7983000,"T&P RR CO/ ELLETT, T R",SPRABERRY,32.4966200,-101.7983000,,,,,,,"T&P RR CO/ ELLETT, T R",10960,,BLACK OIL,55701.33347320557,44024,70064,1.5915,187458,,,,,15528,,18144,,1.4511,12504,,41723,,9577,,11570,,1.5126,7649,,24928,,3975,,8672,,3.4277,2530,,16669,,702.8333740234375,,2069,,5.7793,358,,2412,,113,02/06/2014 16:39:34,11/25/2023 17:33:06
LAGNIAPPE 16 2,2,42317386350000,2a2c7485-5223-4ee6-94c7-c8349af9b97d,842,4231738635,423173863500,Permian Basin,36 T2N,,,12/03/2013 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,09/29/2013 00:00:00,2849,Ground,SPRABERRY,,,,,12/01/2013 00:00:00,,,,,131,,106,147,,2849,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,424,LAGNIAPPE 16,45070,11477,11576,,,,3047,04/07/2016 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,36 T2N,16,09/29/2013 00:00:00,TX,Active Producer,32.3513300,-101.9079000,"T&P RR CO/WARE, MRS E",SPRABERRY,32.3513300,-101.9079000,,,,,,,"T&P RR CO/WARE, MRS E",11576,,BLACK OIL,71787.5001411438,65574,37281,0.5685,128461,169.3101418423203,87.92688679245283,154.6556603773585,302.9740566037736,24257,57.20990566037736,33268,78.4622641509434,1.7779,18712,44.132075471698116,30708,72.4245283018868,15750,37.14622641509434,23297,54.945754716981135,1.9632,11867,27.98820754716981,19186,45.25,3459,8.158018867924529,265,0.625,0.0776,3415,8.054245283018869,9485,22.370283018867923,276.3333435058594,0.6517295837402344,20,0.04716981132075472,0.0733,273,0.6438679245283019,775,1.8278301886792452,118,05/30/2013 14:37:53,11/25/2023 17:57:41
NAIL RANCH "2" 6,6,42317378860000,a3d86287-7fc6-40a6-95a4-c94158ff12ea,750,4231737886,423173788600,Permian Basin,38 T1S,,03/25/2013 00:00:00,03/25/2013 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,12/10/2012 00:00:00,2788,Ground,SPRABERRY,,,,,03/01/2013 00:00:00,0,,,,488,,199,140,,2788,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,,NAIL RANCH "2",39852,11119,11213,,,,1896,06/06/2012 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,38 T1S,2,12/10/2012 00:00:00,TX,Active Producer,32.1214200,-102.0081000,"T&P RR CO/GOSNEY, A M",SPRABERRY,32.1214200,-102.0081000,,,,0,,,"T&P RR CO/GOSNEY, A M",11213,,VOLATILE OIL,56294.166816711426,25058,187417,7.4793,51066,,,,,21123,,57331,,4.956,11568,,6850,,16753,,43380,,4.5553,9523,,5050,,3082,,12930,,13.9482,927,,5920,,257.33331298828125,,1226,,23.1321,53,,354,,127,02/25/2013 23:14:42,11/25/2023 18:11:56
WR CUT OUT 34 1,1,42317371560000,80b2fb7b-050d-48b4-b36b-c97fe76ca29f,1118,4231737156,423173715600,Permian Basin,A,,02/28/2012 00:00:00,02/28/2012 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,01/21/2012 00:00:00,2532,Ground,SPRABERRY,,,,Pro Petro,03/01/2012 00:00:00,0,,,,124,,64,156,,2532,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,,WR CUT OUT 34,42822,10381,10575,,,,2773,09/09/2011 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,A,34,01/21/2012 00:00:00,TX,Active Producer,32.3268000,-101.7041000,BAUER & COCKRELL,SPRABERRY,32.3268000,-101.7041000,,,,0,,,BAUER & COCKRELL,10575,,VOLATILE OIL,13722.666782617569,9252,26824,2.8993,13506,,,,,8666,,20620,,3.9434,5229,,4363,,7688,,18752,,4.1096,4563,,3642,,149,,280,,2.7451,102,,687,,1,,0,,0,1,,7,,137,02/21/2013 13:00:43,11/25/2023 17:34:57
SCHENECKER 24 A 1,1,42317371670000,3da95738-3c00-4623-9637-ca2cbfe13722,751,4231737167,423173716700,Permian Basin,38 T1N,,,04/11/2012 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,12/31/2011 00:00:00,2794,Ground,SPRABERRY,,,,,04/01/2012 00:00:00,,,,,79,,120,291,,2794,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,,SCHENECKER 24 A,42655,10847,10972,38,,,2427,09/15/2011 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,38 T1N,24,12/31/2011 00:00:00,TX,Active Producer,32.1487600,-102.0318000,"T&P RR CO/GOSNEY, D E",SPRABERRY,32.1487600,-102.0318000,,,,,,,"T&P RR CO/GOSNEY, D E",10972,,BLACK OIL,68406.8332939148,58620,58721,1.0017,400966,,,,,20150,,34456,,2.3916,14407,,102050,,12052,,14484,,1.5028,9638,,68398,,4143,,221,,0.0538,4106,,26240,,301.8333435058594,,17,,0.0569,299,,1901,,138,02/21/2013 13:00:43,11/25/2023 19:26:45
NAIL RANCH "36" 7,7,42317393390000,79a57301-08ed-43bc-bc8c-ca33838ec15e,748,4231739339,423173933900,Permian Basin,38 T1N,,,07/15/2014 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,05/14/2014 00:00:00,2810,Ground,SPRABERRY,,,,,07/01/2014 00:00:00,,,,,125,,99,219,,2810,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,418,NAIL RANCH "36",39517,11496,11582,38,,,2107,04/10/2014 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,38 T1N,36,05/14/2014 00:00:00,TX,Active Producer,32.1300500,-102.0344000,"T&P RR CO / GOSNEY, A M",SPRABERRY,32.1300500,-102.0344000,,,,,,,"T&P RR CO / GOSNEY, A M",11582,,BLACK OIL,47112.16679382324,37265,59083,1.5855,49005,112.70853299957713,141.3468899521531,89.15071770334929,117.23684210526316,14053,33.619617224880386,15050,36.004784688995215,1.3036,11545,27.619617224880383,16253,38.88277511961722,9665,23.12200956937799,10005,23.935406698564595,1.2511,7997,19.13157894736842,11307,27.050239234449762,2366,5.660287081339713,4459,10.667464114832535,2.7474,1623,3.882775119617225,1768,4.229665071770335,202.33334350585938,0.48405106101880235,392,0.937799043062201,2.8613,137,0.3277511961722488,147,0.35167464114832536,111,05/15/2014 22:32:09,11/25/2023 19:36:08
